Date,pH,EC,Turbidity,WQI,Class
2025-05-30,8.71504959338173,1186,41.43731597460498,432.6,Hazardous
2025-05-31,6.936439489575143,1115,29.13846214571178,292.0,Hazardous
2025-06-01,6.178926863563939,1023,0.5,20.3,Safe
2025-06-02,7.340854151038272,924,37.23594417924994,318.5,Hazardous
2025-06-03,7.380192324581357,1000,2.471738762343644,52.9,Moderate
2025-06-04,8.480696610765815,936,0.5,35.2,Safe
2025-06-05,7.974417767482032,963,75.92774953600015,692.8,Hazardous
2025-06-06,7.51241848413586,887,68.91953083054754,576.7,Hazardous
2025-06-07,8.581276199639523,882,0.5,51.0,Moderate
2025-06-08,6.019273674265639,941,38.8932344293631,286.8,Hazardous
2025-06-09,6.549640917619375,964,104.2323455001055,822.3,Hazardous
2025-06-10,6.272556985920732,922,107.9434917332344,873.3,Hazardous
2025-06-11,6.791094695755018,862,105.9929397224419,840.2,Hazardous
2025-06-12,5.837732396889249,859,48.33421391493334,457.1,Hazardous
2025-06-13,7.781248064394433,856,0.5,30.1,Safe
2025-06-14,6.952990590410197,840,0.5,77.0,Moderate
2025-06-15,5.746808543894415,925,66.19354278826782,586.6,Hazardous
2025-06-16,6.186576367934125,971,68.21935686131607,569.9,Hazardous
2025-06-17,7.470533671258744,919,120.0,989.0,Hazardous
2025-06-18,7.977330689968012,818,110.3245613898992,915.5,Hazardous
2025-06-19,8.8,911,38.335647239598,400.3,Hazardous
2025-06-20,8.8,913,0.5,10.0,Safe
2025-06-21,7.568002871117541,1014,27.41773673799004,205.6,Hazardous
2025-06-22,6.211732985327967,854,58.75202902901415,486.2,Hazardous
2025-06-23,5.5,902,34.25455480395262,334.3,Hazardous
2025-06-24,7.426286722381823,997,12.29867625654562,129.1,Poor
2025-06-25,6.382332824321623,940,60.83500914405134,528.8,Hazardous
2025-06-26,6.766414823249521,945,16.61823709937527,175.3,Poor
2025-06-27,6.576356504262782,925,9.36749487470635,129.3,Poor
2025-06-28,7.031656999503345,935,64.25670991675123,574.6,Hazardous
2025-06-29,8.19744650599039,955,22.5753152986247,228.1,Hazardous
2025-06-30,7.319381908543518,884,60.322033107952,537.5,Hazardous
2025-07-01,7.014419024469645,660,71.21057276833251,592.1,Hazardous
2025-07-02,6.1671834265676,558,0.5,20.8,Safe
2025-07-03,5.549855487896898,635,20.60398101993052,219.3,Hazardous
2025-07-04,6.697873638612705,628,120.0,989.0,Hazardous
2025-07-05,7.115710556280655,592,0.5,13.7,Safe
2025-07-06,8.8,619,0.5,99.4,Moderate
2025-07-07,7.293517101708224,592,0.5,10.0,Safe
2025-07-08,8.117032617863188,572,54.83725613952257,445.2,Hazardous
2025-07-09,6.685327007460439,604,54.95848812775562,429.3,Hazardous
2025-07-10,6.022963260218924,570,44.99553370256632,390.9,Hazardous
2025-07-11,6.235325000624766,635,120.0,981.7,Hazardous
2025-07-12,6.46706907710426,568,0.5,10.0,Safe
2025-07-13,8.8,652,79.44303277050504,648.7,Hazardous
2025-07-14,6.374174050082828,567,120.0,963.5,Hazardous
2025-07-15,7.977681010797878,595,0.5,86.8,Moderate
2025-07-16,6.295402643829728,592,27.4080011992599,280.2,Hazardous
2025-07-17,8.067603719727328,680,2.382217837181301,59.8,Moderate
2025-07-18,7.539544805280083,635,0.5,30.6,Safe
2025-07-19,7.016348148345584,610,30.99965396037747,228.2,Hazardous
2025-07-20,7.12828842455503,642,120.0,916.7,Hazardous
2025-07-21,6.535115378832557,525,120.0,968.2,Hazardous
2025-07-22,7.598590380542282,618,30.35052641969943,240.2,Hazardous
2025-07-23,6.728134298478112,710,120.0,1003.6,Hazardous
2025-07-24,5.983682132962975,626,55.27101738221576,442.8,Hazardous
2025-07-25,5.933127496107916,623,120.0,972.5,Hazardous
2025-07-26,7.334393546816949,645,46.62634526963791,404.0,Hazardous
2025-07-27,8.693132424227958,660,61.67570521481186,538.2,Hazardous
2025-07-28,7.322225009645563,530,77.39988023928142,649.0,Hazardous
2025-07-29,7.053057265037523,544,120.0,944.9,Hazardous
2025-07-30,7.443786230250828,629,109.9870659650321,925.2,Hazardous
2025-07-31,8.429316953311876,588,5.442806894619879,76.0,Moderate
2025-08-01,7.379598999443592,599,120.0,1002.3,Hazardous
2025-08-02,6.770694410033883,526,29.53667878536443,262.7,Hazardous
2025-08-03,8.236386120543735,453,20.67944387921757,164.5,Poor
2025-08-04,7.581862656006708,483,117.5036780714647,968.1,Hazardous
2025-08-05,8.651268813312038,416,56.74299663544598,527.6,Hazardous
2025-08-06,7.344678513482556,529,73.8796469149491,619.2,Hazardous
2025-08-07,5.984780261906312,532,55.55893827631928,468.0,Hazardous
2025-08-08,5.845969772412404,521,77.89616473376128,713.2,Hazardous
2025-08-09,8.762529546564503,589,84.01593779481738,746.2,Hazardous
2025-08-10,8.8,594,0.5,62.9,Moderate
2025-08-11,6.994243875820836,532,100.7452007009063,836.0,Hazardous
2025-08-12,6.79749228013162,444,0.5,86.2,Moderate
2025-08-13,8.579480718165296,568,0.5,101.4,Poor
2025-08-14,6.098215947363538,565,50.54608411380545,409.7,Hazardous
2025-08-15,6.303324327842871,554,60.40556498505435,504.9,Hazardous
2025-08-16,7.789146262754509,584,6.571033880983686,117.4,Poor
2025-08-17,6.786462223771501,488,112.1326340816803,881.1,Hazardous
2025-08-18,7.162718737112538,630,0.5,10.0,Safe
2025-08-19,7.009774243411489,497,26.41310192251716,219.3,Hazardous
2025-08-20,7.493777277897314,574,14.09289999024675,134.9,Poor
2025-08-21,8.527350836347512,464,51.36479610866826,460.7,Hazardous
2025-08-22,7.255175335383262,498,73.8996141525662,590.2,Hazardous
2025-08-23,7.789737478040894,608,0.5,29.7,Safe
2025-08-24,5.5,528,104.7411396624689,851.9,Hazardous
2025-08-25,7.120602728084396,578,58.95296869281166,459.8,Hazardous
2025-08-26,6.353072261277479,551,0.5,75.8,Moderate
2025-08-27,5.990244157994713,535,0.5,39.0,Safe
2025-08-28,6.319336109307783,601,53.73756902628188,483.6,Hazardous
2025-08-29,6.844889964865231,529,39.29042565477128,318.9,Hazardous
2025-08-30,8.052465414019288,460,47.42959358281907,408.8,Hazardous
2025-08-31,5.886317875850204,504,52.65302499405934,439.6,Hazardous
2025-09-01,7.197257922312017,605,63.62665603406293,465.1,Hazardous
2025-09-02,6.699939492312499,598,108.9379971885301,848.9,Hazardous
2025-09-03,6.85112125924064,509,0.5,10.0,Safe
2025-09-04,8.136371115772432,547,0.5,10.0,Safe
2025-09-05,7.68750785344559,554,0.5,10.0,Safe
2025-09-06,8.459647107220071,564,67.60231522551777,625.2,Hazardous
2025-09-07,7.018407957211051,518,120.0,978.6,Hazardous
2025-09-08,6.495358072073644,552,22.40603707376128,258.9,Hazardous
2025-09-09,6.951410032800141,547,0.5,30.6,Safe
2025-09-10,7.401928334509496,615,0.5,44.7,Safe
2025-09-11,7.338243643092356,616,0.5,10.0,Safe
2025-09-12,6.120104111060988,573,14.47506271461918,152.1,Poor
2025-09-13,7.255083440537172,562,23.84620707619227,217.5,Hazardous
2025-09-14,7.388144426339476,586,51.89368769507824,415.6,Hazardous
2025-09-15,8.8,543,29.91053902420434,304.8,Hazardous
2025-09-16,8.8,528,115.3190740334997,992.4,Hazardous
2025-09-17,6.343399222425918,538,7.052430389353902,72.6,Moderate
2025-09-18,6.890042763959061,551,0.5,10.0,Safe
2025-09-19,5.753922747234158,528,79.52228913832715,657.1,Hazardous
2025-09-20,6.59701989822027,587,0.5,38.2,Safe
2025-09-21,7.472553812319342,613,73.92597790722233,623.7,Hazardous
2025-09-22,8.332569834757022,509,55.90795294000692,463.6,Hazardous
2025-09-23,6.463342312799075,581,40.22065238409457,355.1,Hazardous
2025-09-24,6.53573485734084,570,120.0,1001.8,Hazardous
2025-09-25,5.5,595,10.42901463359835,130.7,Poor
2025-09-26,7.010524835435513,579,120.0,1014.6,Hazardous
2025-09-27,6.141331552054307,515,35.32682271535479,350.7,Hazardous
2025-09-28,6.656206854656993,523,0.5,10.0,Safe
2025-09-29,6.320583836074685,581,53.86018496543596,504.8,Hazardous
2025-09-30,7.076605242478044,626,0.5,10.0,Safe
2025-10-01,5.5,560,1.903295211281409,105.1,Poor
2025-10-02,5.750441868826753,676,61.56137800535161,551.9,Hazardous
2025-10-03,8.8,714,69.79501842329935,599.4,Hazardous
2025-10-04,5.923964597345449,653,8.63297267283268,67.9,Moderate
2025-10-05,6.108127620694817,685,92.22013942967602,753.1,Hazardous
2025-10-06,8.8,628,101.0537846530073,810.3,Hazardous
2025-10-07,8.8,655,115.5319118871912,999.3,Hazardous
2025-10-08,6.035886113947267,587,68.43604548040133,610.5,Hazardous
2025-10-09,6.811923341790833,555,111.7475219239711,904.4,Hazardous
2025-10-10,7.497623086315985,702,0.5,62.9,Moderate
2025-10-11,8.8,616,24.43364158497748,218.0,Hazardous
2025-10-12,6.214322979506155,640,0.5,12.6,Safe
2025-10-13,6.930718387994274,598,47.13448406984072,418.8,Hazardous
2025-10-14,7.918606075351275,597,11.26684795607088,144.5,Poor
2025-10-15,7.587668206448347,652,32.31414509081352,317.9,Hazardous
2025-10-16,6.804284750750875,627,120.0,973.0,Hazardous
2025-10-17,7.038388292718468,677,32.12916826097482,322.2,Hazardous
2025-10-18,5.839461936655919,680,62.43169510056993,526.9,Hazardous
2025-10-19,6.937581236639383,674,28.88089136389967,255.6,Hazardous
2025-10-20,6.910325621554998,671,44.87482075590886,363.0,Hazardous
2025-10-21,7.391952131565464,731,41.2553872072918,348.9,Hazardous
2025-10-22,6.631198205384802,612,64.22497277194263,546.0,Hazardous
2025-10-23,7.623191872441532,658,101.4588370286354,824.3,Hazardous
2025-10-24,8.145990937637926,711,120.0,1001.3,Hazardous
2025-10-25,7.317817657698051,717,57.02189831672602,503.0,Hazardous
2025-10-26,7.507477525499173,596,71.55885358690263,609.0,Hazardous
2025-10-27,7.219016873459422,646,0.5,79.9,Moderate
2025-10-28,7.167748193792225,721,36.37938223728427,341.6,Hazardous
2025-10-29,6.470612542787219,683,89.77336218307344,730.3,Hazardous
2025-10-30,7.473412871445719,669,85.91378705822349,730.7,Hazardous
2025-10-31,7.073683894013774,650,51.93209612528323,428.5,Hazardous
2025-11-01,8.8,683,76.10268748768775,670.4,Hazardous
2025-11-02,8.687590875273226,713,58.12543909482294,485.6,Hazardous
2025-11-03,7.540409977864528,689,90.3668195942613,800.4,Hazardous
2025-11-04,6.430522667088291,698,48.97350735627787,419.0,Hazardous
2025-11-05,6.093032378154095,704,19.66218364315288,192.4,Poor
2025-11-06,8.318358737135085,669,51.08564764963811,466.8,Hazardous
2025-11-07,7.421493001376954,724,0.5,10.0,Safe
2025-11-08,7.631504533933324,831,53.22334238981279,397.6,Hazardous
2025-11-09,5.5,620,0.5,57.5,Moderate
2025-11-10,8.063609595942134,715,0.5,55.1,Moderate
2025-11-11,7.606655016878427,666,56.35337037533968,491.7,Hazardous
2025-11-12,6.094945898729397,726,57.52393472610203,457.0,Hazardous
2025-11-13,6.712154710226185,702,0.5,46.6,Safe
2025-11-14,7.422428108282238,734,3.46724685181269,100.3,Poor
2025-11-15,7.218351707177411,753,98.10226256043619,829.7,Hazardous
2025-11-16,6.885417532881613,709,13.83080339919612,140.0,Poor
2025-11-17,7.067692831333801,751,120.0,962.2,Hazardous
2025-11-18,6.924246369977516,595,35.73782879976311,302.8,Hazardous
2025-11-19,7.315048198389465,772,54.36617498118338,400.9,Hazardous
2025-11-20,8.589187182479037,717,109.2956191619547,927.0,Hazardous
2025-11-21,5.5,749,41.7789209843143,421.7,Hazardous
2025-11-22,6.938859771110693,645,0.5,10.0,Safe
2025-11-23,7.338184775417383,663,30.83906620344859,238.7,Hazardous
2025-11-24,7.453608782981103,707,34.20691966336239,293.2,Hazardous
2025-11-25,6.808382200844822,699,0.5,34.6,Safe
2025-11-26,5.5,713,24.20009218202032,239.4,Hazardous
2025-11-27,7.484523515192322,749,2.099958980960827,10.0,Safe
2025-11-28,8.8,621,77.82775728192323,689.6,Hazardous
2025-11-29,5.685894767452093,744,37.39782551648794,360.2,Hazardous
2025-11-30,8.002159321837363,700,22.97486633417082,214.7,Hazardous
2025-12-01,6.850298068534872,751,28.047776655467,171.5,Poor
2025-12-02,7.108424878526187,694,41.58620548584526,338.5,Hazardous
2025-12-03,6.150524295859517,783,57.77177991671664,537.8,Hazardous
2025-12-04,6.844568532684413,651,0.5,10.0,Safe
2025-12-05,8.423562109355665,789,0.5,53.9,Moderate
2025-12-06,7.730535099068914,693,77.82901218963404,655.8,Hazardous
2025-12-07,8.8,762,15.46105578587657,202.9,Hazardous
2025-12-08,8.305093976133188,755,0.5,29.6,Safe
2025-12-09,7.591842084388239,813,50.65929805619128,446.2,Hazardous
2025-12-10,8.8,752,51.46333445447962,490.8,Hazardous
2025-12-11,7.591751740116586,729,0.5,63.5,Moderate
2025-12-12,7.967536595805977,737,41.84766699047911,372.1,Hazardous
2025-12-13,6.881167180036043,817,62.65463724760136,528.7,Hazardous
2025-12-14,7.231952605170916,784,47.8050278560019,395.3,Hazardous
2025-12-15,6.493927161978079,743,58.39534120882788,525.6,Hazardous
2025-12-16,8.123644606718571,749,0.5,50.4,Moderate
2025-12-17,6.029377906105678,689,46.02296373317387,379.8,Hazardous
2025-12-18,7.923448609559203,777,19.97177400413288,206.3,Hazardous
2025-12-19,6.983490065924744,681,12.56456211117468,86.9,Moderate
2025-12-20,8.299138535359726,794,68.2036621552406,586.7,Hazardous
2025-12-21,7.89303635386763,766,93.22947052057195,811.1,Hazardous
2025-12-22,8.8,867,106.1837597381631,929.7,Hazardous
2025-12-23,7.873624453019378,710,86.46787565989956,686.1,Hazardous
2025-12-24,5.649012459842535,755,27.90173559645153,248.9,Hazardous
2025-12-25,7.102987204854906,841,46.91427781131924,416.6,Hazardous
2025-12-26,6.035460511600584,814,63.93897510851554,492.8,Hazardous
2025-12-27,6.666987463261265,729,37.39505464070367,295.3,Hazardous
2025-12-28,8.62757420364909,770,37.78916655337124,376.6,Hazardous
2025-12-29,7.783550007077749,760,66.279506635158,554.5,Hazardous
2025-12-30,6.492471720594856,773,29.97591213206859,262.1,Hazardous
2025-12-31,6.188374859386784,729,2.430523054061788,109.4,Poor
2026-01-01,6.96,816,9.26,87.2,Moderate
2026-01-02,7.63,748,17.96,169.4,Poor
2026-01-03,7.83,826,36.44,339.6,Hazardous
2026-01-04,7.67,840,20.18,193.8,Poor
2026-01-05,6.83,810,3.66,38.7,Safe
2026-01-06,7.97,747,17.86,173.0,Poor
2026-01-07,7.48,864,12.19,121.3,Poor
2026-01-08,8.1,836,55.33,497.1,Hazardous
2026-01-09,7.03,787,3.13,32.4,Safe
2026-01-10,7.97,807,14.28,151.0,Poor
2026-01-11,5.69,752,169.65,1417.7,Hazardous
2026-01-12,7.57,774,14.22,135.5,Poor
2026-01-13,7.03,796,77.71,642.3,Hazardous
2026-01-14,8.98,875,148.01,1257.3,Hazardous
2026-01-15,7.39,791,3.34,40.4,Safe
2026-01-16,6.89,849,2.99,31.7,Safe
2026-01-17,6.9,796,2.19,26.0,Safe
2026-01-18,7.26,831,12.94,122.3,Poor
2026-01-19,6.73,814,6.32,65.8,Moderate
2026-01-20,5.49,859,65.43,585.7,Hazardous
2026-01-21,6.93,796,37.62,328.5,Hazardous
2026-01-22,5.14,749,27.69,283.6,Hazardous
2026-01-23,5.91,758,67.5,583.8,Hazardous
2026-01-24,6.46,796,9.56,103.6,Poor
2026-01-25,6.97,764,16.69,149.3,Poor
2026-01-26,6.95,838,3.68,38.6,Safe
2026-01-27,6.54,799,43.74,387.0,Hazardous
2026-01-28,7.26,927,29.17,263.1,Hazardous
2026-01-29,7.49,742,6.05,75.5,Moderate
2026-01-30,7.86,829,20.22,207.9,Hazardous
2026-01-31,6.92,769,2.35,26.5,Safe
